text,label,cleaned,vader_label,vader_score,finbert_label,finbert_confidence,finbert_score
Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .,neutral,juha haapakoski continue editorinchief budget responsibility also new publisher,neutral,0.0,neutral,0.9526892304420471,0.0
"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",neutral,jun boy genius report delivered newstex nokia nyse nok n huh,neutral,0.0,neutral,0.9365873336791992,0.0
"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .",neutral,last july group said intended relocate warehouse office space loudeac saint marcel morvillars east france already operates hook manufacturing distribution unit,neutral,0.0,neutral,0.8678883910179138,0.0
"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .",neutral,lkab headquartered lulea sweden hightech mining company producing upgraded iron ore product steel industry,neutral,0.0,neutral,0.9157177209854126,0.0
"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes .",neutral,look vintage fabric cushion cover coffee pot ceramic serving dish cocktail glass stainless steel party dish,positive,0.4019,neutral,0.9146727919578552,0.0
"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",neutral,name applicant jot automation oyname inventor mammila tuomo piirainen mika kellokoski mikaapplication kolnp adate filing application publication date,neutral,0.0,neutral,0.9481089115142822,0.0
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,neutral,national sponsor big read include national endowment art cooperation institute museum library service art midwest,neutral,0.0,neutral,0.8255267143249512,0.0
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,neutral,neste oil corporation refining operation asset summary report summary neste oil corporation refining operation asset summary report essential source company data information,positive,0.4939,neutral,0.9416841268539429,0.0
"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",neutral,share held company number outstanding share voting right attached share amount thus,positive,0.872,neutral,0.9439132213592529,0.0
"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .",neutral,oka specialises new construction renovation work residential nonresidential building well premise industrial logistical use,positive,0.2732,neutral,0.9500736594200134,0.0
Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,neutral,okmetic board director also decided new share ownership program directed company top management,positive,0.4588,neutral,0.8178361058235168,0.0
"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries .",neutral,panostaja headquartered tampere finland investment company focusing small mediumsized finnish company operating traditional industry,neutral,0.0,neutral,0.9414843916893005,0.0
Pertti Ervi is independent from the Company and its major shareholders .,neutral,pertti ervi independent company major shareholder,neutral,0.0,neutral,0.9260444641113281,0.0
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",neutral,please inform ir johanna koskinen participation later april telephone conference financial analyst investor conducted english begin pm finnish time eet,neutral,0.0258,neutral,0.952358067035675,0.0
"Previously , the plant was expected to be completed by the end of 2008 .",neutral,previously plant expected completed end,neutral,0.0,neutral,0.8859321475028992,0.0
"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .",neutral,prothious engineering wwwprothiouscom employ large portfolio project annual detailing capacity tonne,neutral,0.0,neutral,0.9037535786628723,0.0
Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .,neutral,rapala aim move distribution unit ragot loudeac bretagne distribution unit waterqueen fishing line supplier tortue saint marcel central france morvillars,neutral,0.0,neutral,0.912884533405304,0.0
"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",neutral,rapala tournament fishing major title already holiday bargainpriced game rapala aim smaller audience,positive,0.3818,neutral,0.8484760522842407,0.0
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",neutral,rfid radio frequency identification method socalled intelligent transport whereby information read saved remotely,positive,0.7003,neutral,0.9412363767623901,0.0
"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .",neutral,sanoma also executive committee accordance company article association prepares proposal matter decided noted board director,neutral,0.0258,neutral,0.9526415467262268,0.0
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",neutral,sarantel based wellingborough uk design highperformance antenna portable wireless device,neutral,0.0,neutral,0.9081816673278809,0.0
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,neutral,share acquired accordance section rule nasdaq omx helsinki rule applicable acquisition share,positive,0.5267,neutral,0.9540544748306274,0.0
"She will succeed Krister Kylas , who has decided to leave TeliaSonera .",neutral,succeed krister kylas decided leave teliasonera,positive,0.4588,neutral,0.8444448709487915,0.0
Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,neutral,shuweihat got way july project awarded desalination power contractor,positive,0.4019,neutral,0.5113022923469543,0.0
"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term .",neutral,simmons elected dcuc chairman portsmouth nhgordon simmons ceo service credit union elected chairman defense credit union council term,positive,0.6908,neutral,0.9320868253707886,0.0
Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,neutral,stock exchange release sanoma published annual report financial statement first corporate responsibility report,neutral,0.0,neutral,0.9415084719657898,0.0
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",neutral,stockholmbased nordea bank sto nda said yesterday hired casper von koskull lead corporate merchant banking capital market unit effective september,positive,0.4767,neutral,0.925458550453186,0.0
"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .",neutral,swedish finnish danish listed company organized three market cap segment nordic large cap mid cap small cap,neutral,0.0,neutral,0.9502730965614319,0.0
Symphony Services provides development services for Aldata GOLD .,neutral,symphony service provides development service aldata gold,neutral,0.0,neutral,0.9398503303527832,0.0
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",neutral,tekla provides software building infrastructure engineering focus building information modelling steel concrete structure design construction,neutral,0.0,neutral,0.9274629950523376,0.0
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .",neutral,teleste hybrid tv solution includes component whole process delivering video service consumer content acquisition service creation delivery range access solution including hfc hybrid fibrecoaxial xdsl etth ftth,positive,0.6249,neutral,0.9120149612426758,0.0
The agreement is valid for four years .,neutral,agreement valid four year,positive,0.4939,neutral,0.8701877593994141,0.0
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",neutral,broker started upmkymmene stora enso sappi equalweight recommendation holmen norske skog underweight rating,neutral,0.0,neutral,0.8718245625495911,0.0
"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .",neutral,business sale euro million million responsible sale marketing lanxess paper chemical business kemira bought euro million early year cw jan p,positive,0.3182,neutral,0.9335486888885498,0.0
The business section also includes Ahlstrom 's sustainability report .,neutral,business section also includes ahlstrom sustainability report,neutral,0.0,neutral,0.9461435675621033,0.0
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,neutral,commission said hydrogen peroxide pb market worth million euro,positive,0.2263,neutral,0.9260163307189941,0.0
The company is presently examining whether the project would be financially feasible .,neutral,company presently examining whether project would financially feasible,neutral,0.0,neutral,0.7555786967277527,0.0
The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,neutral,company studying feasibility focusing processed meat production vantaa facility processing fresh meat forssa facility,positive,0.3182,neutral,0.8268728852272034,0.0
The company specialises in temporary electrification and heating at construction sites .,neutral,company specialises temporary electrification heating construction site,neutral,0.0,neutral,0.9354107975959778,0.0
"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",neutral,dividend payable february shareholder record january,neutral,0.0,neutral,0.9544669985771179,0.0
The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,neutral,eur million nonrecurring expense recorded third quarter,neutral,0.0,negative,0.5354900360107422,-0.5354900360107422
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,neutral,event followed online via orion finnish homepage wwworionfi well via kauppalehti live web service wwwkauppalehtifilive,positive,0.2732,neutral,0.9516781568527222,0.0
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,neutral,extraordinary general meeting expected take place later february,negative,-0.296,neutral,0.9494690299034119,0.0
The first of the two project phases is expected to be completed by the end of 2012 .,neutral,first two project phase expected completed end,neutral,0.0,neutral,0.845691442489624,0.0
"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",neutral,group intends relocate warehouse office space loudeac saint marcel morvillars east country already operates hook manufacturing distribution unit,neutral,0.0,neutral,0.7959233522415161,0.0
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",neutral,group owns operates fleet dwt container capacity teus manages diversified fleet railway rolling stock unit,neutral,0.0,neutral,0.9295185208320618,0.0
"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",neutral,hayward califbased target design active casual dress footwear well boot sandal,positive,0.6808,neutral,0.9385142922401428,0.0
"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",neutral,lemminkainen group headquartered helsinki finland operates sector construction industry civil engineering building contracting technical building service building material industry,neutral,0.0,neutral,0.9482161998748779,0.0
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .",neutral,marubeni group focus creating value chain upstream downstream encompassing wide variety business field including oil gas metal mineral resource food pulp paper chemical among others,positive,0.5574,neutral,0.8784052729606628,0.0
The new B shares carry the right to dividend and other shareholder rights with effect from today .,neutral,new b share carry right dividend shareholder right effect today,positive,0.296,neutral,0.9522421956062317,0.0
The office space will rise above the remodeled Cannon Street underground station .,neutral,office space rise remodeled cannon street underground station,neutral,0.0,neutral,0.5217897891998291,0.0
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,neutral,oxyview pulse oximeter common device check patient bloodoxygen saturation level pulse rate,neutral,0.0,neutral,0.9292889833450317,0.0
The project is expected to be completed in 2009 .,neutral,project expected completed,neutral,0.0,neutral,0.8112099766731262,0.0
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",neutral,reason st petersburg status capital one participant meeting quoted chikunov saying,neutral,0.0,neutral,0.8755929470062256,0.0
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",neutral,report go provide detailed profile ten leading european specialty chemical company brief profile major player,neutral,0.0,neutral,0.9416252374649048,0.0
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral,report profile company including many key niche player worldwide black decker corporation fiskars corporation fiskars brand inc husqvarna outdoor product inc k group ryobi technology inc scott miraclegro company van group inc,neutral,0.0,neutral,0.9240401983261108,0.0
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral,report profile company including many key niche player worldwide black decker corporation fiskars corporation fiskars brand inc husqvarna outdoor product inc k group ryobi technology inc scott miraclegro company van group inc,neutral,0.0,neutral,0.9240401983261108,0.0
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,neutral,server responsible managing device user account desktop client application enables remote access mobile phone,positive,0.3182,neutral,0.9500997066497803,0.0
The share of the share capital of both above mentioned shareholders remains below 5 % .,neutral,share share capital mentioned shareholder remains,positive,0.5267,neutral,0.720611035823822,0.0
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",neutral,share shall repurchased public trading reason share repurchased otherwise proportion holding shareholder,positive,0.5267,neutral,0.9529664516448975,0.0
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",neutral,subsidiary responsible filter sale local assembly filter market service china,positive,0.3182,neutral,0.9489396810531616,0.0
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,neutral,total value project valued sek bn eur bn usd bn,positive,0.6801,neutral,0.9100267291069031,0.0
The trade is in accordance with the agreement announced on 26 March 2008 .,neutral,trade accordance agreement announced march,positive,0.4939,neutral,0.9142554998397827,0.0
The transaction is expected to be completed next spring .,neutral,transaction expected completed next spring,neutral,0.0,neutral,0.9296577572822571,0.0
The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .,neutral,writing publication lemminkinen history continuation earlier collaboration antti tuuri company,neutral,0.0,neutral,0.9344542622566223,0.0
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",neutral,product include personal communication product mobile phone part home communication product settop box electronics flat panel tv well communication network product basestations towertop amplifier microwave system,positive,0.2732,neutral,0.941691517829895,0.0
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",neutral,check make bid deka showroom fortitude valley,neutral,0.0,neutral,0.9491190910339355,0.0
Uponor maintains its full-year guidance for 2010 .,neutral,uponor maintains fullyear guidance,neutral,0.0,neutral,0.927045464515686,0.0
"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .",neutral,utah capital wanted next u headquarters amer sport corp skiequipment company,neutral,0.0,neutral,0.8911045789718628,0.0
What would you like to see changed on Nokia 's next attempt ?,neutral,would like see changed nokia next attempt,positive,0.3612,neutral,0.9376506209373474,0.0
"When completed , the 120-meter Watchtower will be the highest building in Ireland .",neutral,completed meter watchtower highest building ireland,neutral,0.0,neutral,0.5907597541809082,0.0
"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",neutral,viking pay eur million new ship completed january,neutral,-0.1027,neutral,0.6658451557159424,0.0
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,neutral,assa abloy kaupthing bank gave neutral recommendation share price target crown euro swedish lock maker assa abloy ab,positive,0.296,neutral,0.7785108089447021,0.0
`` Our aim is to understand different traffic patterns based on the use of each building .,neutral,aim understand different traffic pattern based use building,neutral,0.0,neutral,0.9280499219894409,0.0
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,neutral,vaalipalveluservice especially developed use community organization,neutral,0.0,neutral,0.797845721244812,0.0
"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",neutral,industry coming interesting fork road handset manufacturer wireless carrier attempt serve portal webbased service wireless handset wrote,positive,0.4019,positive,0.49704474210739136,0.49704474210739136
18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,neutral,dinner conference program also viewed live audio webcast internet page wwwcityconcom,neutral,0.0,neutral,0.9512389302253723,0.0
A PLUMBING business has announced it is sponsoring a professional darts player .,neutral,plumbing business announced sponsoring professional dart player,neutral,0.0,neutral,0.8881756067276001,0.0
"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",neutral,le coq special developed bicentenary company trade mark brewer said,positive,0.4019,neutral,0.8870779871940613,0.0
Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,neutral,another noticeable thing search tata airtel brand mostly related broadband connection,neutral,0.0,neutral,0.8790951371192932,0.0
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,neutral,aspo also investigated sale opportunity kaukomarkkinat electronics business,positive,0.3818,neutral,0.8918254971504211,0.0
"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",neutral,beginning subscription period may share subscription price b option right eur per share,positive,0.5267,neutral,0.9526937007904053,0.0
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,neutral,mr walden mr ignatius responsible also newspaper business result,positive,0.3182,neutral,0.9433720111846924,0.0
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,neutral,capitex kalmar continue responsible maintenance technical development service,positive,0.3182,neutral,0.9092835187911987,0.0
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,neutral,change asbuilt model design communicated subcontractor accommodate steel grc glass reinforced concrete fabrication process,neutral,0.0,neutral,0.8194624185562134,0.0
Customers in a wide range of industries use our stainless steel and services worldwide .,neutral,customer wide range industry use stainless steel service worldwide,neutral,0.0,neutral,0.8449735045433044,0.0
Exel wants to serve its industrial customers with individual products .,neutral,exel want serve industrial customer individual product,neutral,0.0,neutral,0.8256747126579285,0.0
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",neutral,finnish bank pohjola bank plc hel pohs said today issue eur million usd indexlinked bond pohjola tutkimuksen tahdet viii pohjola research star viii october,neutral,0.0,neutral,0.8799788951873779,0.0
From Merisatama to the far corners of the world Asfaltti Osakeyhti+Â Lemmink+ñinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .,neutral,merisatama far corner world asfaltti osakeyhti lemminkinen established group master builder helsinki specialist business subcontractor,neutral,0.0,neutral,0.9208956360816956,0.0
"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",neutral,fsecure developer security solution service internet service provider mobile operator announced result annual online wellbeing survey,positive,0.4767,positive,0.6710286140441895,0.6710286140441895
"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",neutral,kemira recorded revenue approximately eur billion staff,neutral,0.0,neutral,0.9433827996253967,0.0
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",neutral,accordance term condition alma medium option program share subscription price option right eur per share book countervalue eur per share,positive,0.6808,neutral,0.9492589235305786,0.0
"In Penttil+ñ 's vision , the most important reason for the transaction is Russia .",neutral,penttil vision important reason transaction russia,positive,0.4754,neutral,0.9021997451782227,0.0
It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,neutral,also confirmed earnings guidance whole issued report whole,neutral,0.0,neutral,0.8232207298278809,0.0
It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,neutral,handpainted resin real treble cm long cm deep top bottom middle hook,positive,0.2023,neutral,0.9430651664733887,0.0
"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",neutral,part development worldclass magnetite deposit karara known potential million metric ton annual processing magnetite estimated year life,neutral,0.0,neutral,0.7442057132720947,0.0
"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",neutral,operates three distinct brand united supermarket market street united supermercado,positive,0.6808,neutral,0.9526550769805908,0.0
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,neutral,kaupthing bank publish annual result market open thursday january,neutral,0.0,neutral,0.918742835521698,0.0
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",neutral,london afx uk european broker recommendation issued today collated afx news range market source,neutral,0.0,neutral,0.940777599811554,0.0
The fine print is here .,neutral,fine print,positive,0.2023,neutral,0.9037493467330933,0.0
M. and a Master of Business Administration MBA .,neutral,master business administration mba,neutral,0.0,neutral,0.8551402688026428,0.0
More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,neutral,special event three county four month hosted library system nine branch library,positive,0.4522,neutral,0.9318620562553406,0.0
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .,neutral,m laakso responsible hkscan hr function development group smarket area,positive,0.3182,neutral,0.8938302993774414,0.0
"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",neutral,new delhi july sahlberg teppo kallio timo mustonen tuomas real oyj espoo finland developed novel marking method producing,positive,0.3182,neutral,0.8962360620498657,0.0
"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",neutral,nokia siemens network provides mobile fixed network infrastructure communication network service platform well professional service operator service provider,positive,0.2732,neutral,0.9235361218452454,0.0
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",neutral,share held company group company number outstanding share voting right attached share thus amount,positive,0.872,neutral,0.9552358388900757,0.0
"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",neutral,outotec scope delivery cover engineering supply special equipment service calcination plant two circulating fluid bed calciners,positive,0.4019,neutral,0.9350613951683044,0.0
"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",neutral,outotec scope delivery includes design basic engineering supply proprietary equipment sinter plant grate area square meter,neutral,0.0,neutral,0.9138574004173279,0.0
"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",neutral,participant book discussion special event visitor car dealership eligible enter drawing silver fourdoor altima,positive,0.4019,neutral,0.9468672871589661,0.0
Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,neutral,peigs wwwpeigsse become part sardus latta maltider light meal unit,neutral,0.0,neutral,0.9498334527015686,0.0
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",neutral,product coverage baked good biscuit breakfast cereal data coverage market size historic forecast company share brand share distribution data,positive,0.5267,neutral,0.9393112063407898,0.0
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,neutral,quality charger chargz brand sold selected retail store sale location worldwide,neutral,0.0,neutral,0.9165287017822266,0.0
"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",neutral,group loyal customer magazine yhteishyv came second reader sanoma corporation daily newspaper helsingin sanomat third reader,positive,0.4767,neutral,0.7986139059066772,0.0
"SCOPI Chief Business Excellence Officer , Eng .",neutral,scopi chief business excellence officer eng,positive,0.6249,neutral,0.8815462589263916,0.0
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',neutral,subjectmatter invention furthermore use cyclone separating partly molten particle,neutral,0.0,neutral,0.9269665479660034,0.0
"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",neutral,taking cue playbook east dillon lion created special team heavyhitting style player bootcut jean tummy top course cowboy boot,positive,0.7906,neutral,0.8839724063873291,0.0
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",neutral,tekla defense business employ person located espoo finland,neutral,0.128,neutral,0.9454419612884521,0.0
"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",neutral,tekla organize information meeting analyst medium wtc helsinki marski meeting room aleksanterinkatu day pm light lunch served,neutral,0.0,neutral,0.9504286646842957,0.0
"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",neutral,annual general meeting approved yearly remuneration member board director shall remain eur chairman board eur deputy chairman board eur member board,positive,0.4215,neutral,0.9417376518249512,0.0
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",neutral,board machine wire width design speed mmin produce close tonne folding boxboard per day,neutral,0.0,neutral,0.8751091361045837,0.0
"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",neutral,change holding accordance chapter section finnish security market act described,positive,0.296,neutral,0.9462853074073792,0.0
"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",neutral,company also appointed leif rosen head special plate unit includes quarto plate unit degerfors sweden new castle usa unit willich germany well pressplate prefab avesta plate service centre nordic degerfors,positive,0.5859,neutral,0.9307952523231506,0.0
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",neutral,company design manufacture market advanced composite product industrial application consumer good crosscountry alpine nordic walking pole floorball stick antenna radome,positive,0.25,neutral,0.9212715029716492,0.0
"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",neutral,company owned state finland european aeronautic defense space company eads nv tekla international software company provides solution building construction energy distribution municipality,positive,0.5106,neutral,0.9295250773429871,0.0
"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",neutral,company said currently french distribution unit ragot located loudeac normandy distribution unit waterqueen line supplier tortue saint marcel midfrance hook manufacturing unit vmc hook distribution unit vmc europe morvillars,neutral,0.0,neutral,0.9534942507743835,0.0
"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",neutral,contractor shopping center china state construction engineering corporation previously built eg airport hotel factory large international customer different part world,neutral,0.0,neutral,0.8997787833213806,0.0
The corrected chapter is in its entirety below .,neutral,corrected chapter entirety,neutral,0.0,neutral,0.8940591216087341,0.0
The deal was worth about EUR 1.2 mn .,neutral,deal worth eur mn,positive,0.2263,neutral,0.9241992235183716,0.0
The event can also be viewed as a live webcast at www.cargotec.com .,neutral,event also viewed live webcast wwwcargoteccom,neutral,0.0,neutral,0.9506449699401855,0.0
The investment will be worth approximately EUR 100mn .,neutral,investment worth approximately eur mn,positive,0.2263,neutral,0.8926798701286316,0.0
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,neutral,mill concentrating getting supercalendered line running satisfactorily restarting older newsprint line,positive,0.3818,neutral,0.8344051837921143,0.0
